id,class_name,start_time,start_time_tag,duration_value,duration_tag,health_club_name,area,address,attendance_mode,sport_catalog,muscle_group,audience_type
c191,Indoor Barre Express,2022-10-14T12:00:00+02:00,Morning,45,Normal,ImoveAmsterdam Boutique,West,Revaleiland 500 1014 ZG Amsterdam,Offline,"Barre, Pilates, Yoga",Full body,Beginner
c192,Total Body Strength Workout,2022-10-16T16:15:00+02:00,Afternoon,45,Normal,Kensho Premium Fitness,Centrum,Czaar Peterstraat 20 1018 PR Amsterdam,Offline,"Barre, Bbb, Body balance, Body shape, Cycling, Dance, Hiit, Kickboxing, Other, Pilates, Steps, Yin yoga, Yoga","Booty, Core",Intermediate
c193,HOT C 90,2022-10-11T11:00:00+02:00,Morning,90,Long,Movements Yoga,West,Overtoom 230 1054HZ Amsterdam,Offline,"Hot yoga, Mindfulness, Pilates",Full body,Beginner
c194,Open Gym,2022-10-11T16:00:00+02:00,Afternoon,60,Normal,Smart Fit,Oost,Molukkenstraat 200 1098 TW Amsterdam,Offline,"Fitness, Fun",Legs,Beginner
c195,Core Flow,2022-10-14T08:30:00+02:00,Morning,60,Normal,Equal Yoga Hoofdweg,West,Hoofdweg 122 1057DA Amsterdam,Offline,"Hot yoga, Yin yoga",Full body,Beginner
c196,RORIDE,2022-10-14T10:00:00+02:00,Morning,45,Normal,Rocycle Amsterdam - City,Centrum,Nieuwe Passeerdersstraat 12 1016 XP Amsterdam,Offline,Cycling,Legs,Intermediate
c197,Timeslot,2022-10-16T15:00:00+02:00,Afternoon,60,Normal,AmstelGym (formerly: Trend Fitness),Oost,Amstelstroomlaan 2 1096 GL Amsterdam,Offline,"Hiit, Other, Pilates",Full body,Intermediate
c198,Freez Session,2022-10-16T11:00:00+02:00,Morning,10,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c199,ABS & Core Online Workout,2022-10-15T09:00:00+02:00,Morning,45,Normal,BEAT81 - LIVESTREAM,online,Online Class,Online,"Bbb, Bootcamp, Hiit, Other","Booty, Legs",Beginner
c200,Vrij trainen,2022-10-14T16:00:00+02:00,Afternoon,60,Normal,Finally Fit,Oost,Oosterparkstraat 85 1091HZ Amsterdam,Offline,"Bbb, Boxing, Crossfit, Hiit, Kickboxing, Other, Yoga",Full body,Beginner
c201,VijÃ±Äna Yoga Beginners,2022-10-12T09:30:00+02:00,Morning,90,Long,Samana Yoga Center,Centrum,Droogbak 11 1013 GG Amsterdam,Offline,Yoga,Full body,Beginner
c202,Open Gym,2022-10-15T17:00:00+02:00,Afternoon,60,Normal,Vondelgym Zuid - Fitness,Zuid,Eduard van Beinumstraat 110 1077 ZZ Amsterdam,Offline,"Bootcamp, Boxing, Crossfit, Fitness, Fun, Hiit, Kickboxing, Martial arts, Mindfulness, Other, Running",Full body,Beginner
c203,Hiphop Open Level,2022-10-12T19:15:00+02:00,Evening,75,Long,ChassÃ© Dance Studios,West,ChassÃ©straat 64  1057 JJ Amsterdam,Offline,Dance,Full body,Beginner
c204,STRENGHT 45,2022-10-17T07:00:00+02:00,Morning,45,Normal,Great Zuid,Zuid,Ruysdaelstraat 88-90 1071XH Amsterdam,Offline,"Barre, Bbb, Boxing, Hiit, Other, Pilates, Yin yoga, Yoga",Full body,Beginner
c205,Massage Refresh,2022-10-16T15:45:00+02:00,Afternoon,30,Short,Relax Lounge,Centrum,Kerkstraat 163 1017 GG Amsterdam,Offline,"Fitness, Mindfulness, Other, Wellness",Full body,Beginner
c206,10 minute Tanning Session,2022-10-17T20:00:00+02:00,Evening,15,Short,Freezlab - Tanning,Zuid,Olympisch Stadion 36 1076 DE Amsterdam,Offline,Wellness,Full body,Beginner
c207,Yoga (Arjanne) do 18:15,2022-10-15T09:45:00+02:00,Morning,90,Long,Sai Mithra Yoga,Centrum,Sint Antoniesbreestraat 102 1011 HB Amsterdam,Offline,Yoga,Full body,Beginner
c208,VeGym Training,2022-10-14T20:30:00+02:00,Evening,30,Short,Vondelgym Zuid - Fitness,Zuid,Eduard van Beinumstraat 110 1077 ZZ Amsterdam,Offline,"Bootcamp, Boxing, Crossfit, Fitness, Fun, Hiit, Kickboxing, Martial arts, Mindfulness, Other, Running",Full body,Beginner
c209,VeGym Training,2022-10-16T17:00:00+02:00,Afternoon,30,Short,Vondelgym Zuid - Fitness,Zuid,Eduard van Beinumstraat 110 1077 ZZ Amsterdam,Offline,"Bootcamp, Boxing, Crossfit, Fitness, Fun, Hiit, Kickboxing, Martial arts, Mindfulness, Other, Running",Full body,Beginner
c210,Fitness individueel,2022-10-11T10:30:00+02:00,Morning,90,Long,Buenting Sport,Other,Acacialaan 18 1185 RE Amstelveen,Offline,"Bbb, Body shape, Bootcamp, Crossfit, Fitness, Hiit, Kickboxing, Martial arts, Other, Pilates, Yoga",Full body,Beginner
c211,Freez Session,2022-10-17T16:45:00+02:00,Afternoon,15,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c212,ROWSTUDIO RIPPED,2022-10-11T08:00:00+02:00,Morning,45,Normal,RowStudio Amsterdam,Zuid,Stadhouderskade 155 1074BC Amsterdam,Offline,"Bbb, Other",Legs,Beginner
c213,Massage Intense,2022-10-11T12:30:00+02:00,Morning,30,Short,Relax Lounge,Centrum,Kerkstraat 163 1017 GG Amsterdam,Offline,"Fitness, Mindfulness, Other, Wellness",Full body,Beginner
c214,Workout Of the Day,2022-10-14T06:30:00+02:00,Morning,60,Normal,Reebok CrossFit 020,Zuid-oost,Hoogoorddreef 3 1101 BA Amsterdam,Offline,Crossfit,Legs,Beginner
c215,Open Gym,2022-10-14T07:00:00+02:00,Morning,60,Normal,Fight District,Centrum,Danzigerbocht 45A 1013 AM Amsterdam,Offline,"Bbb, Boxing, Hiit, Kickboxing, Other","Arms, Chest, Legs",Beginner
c216,Aerial Silks intermediate,2022-10-13T18:45:00+02:00,Afternoon,75,Long,Pole Dance Factory Amsterdam - Oost,Oost,V6  1096 AN Amsterdam,Offline,"Aerial, Dance, Pole dance",Full body,Beginner
c217,Freez Session,2022-10-13T18:15:00+02:00,Afternoon,15,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c218,Fysio Pilates,2022-10-11T10:45:00+02:00,Morning,60,Normal,Thrive Yoga Oost,Oost,Tweede Atjehstraat 55 1094 LD Amsterdam,Offline,Yoga,Full body,Beginner
c219,Deep Relax (All levels),2022-10-11T10:30:00+02:00,Morning,60,Normal,Sukha Yoga,Zuid,Ceintuurbaan 243 1074 CX Amsterdam,Offline,"Mindfulness, Yin yoga, Yoga",Full body,Beginner
c220,Gentle Flow,2022-10-11T20:15:00+02:00,Evening,60,Normal,Yogaschool Noord,Noord,Nachtegaalstraat 157Zonzaal 1021 EZ Amsterdam,Offline,"Mindfulness, Pilates, Pre/post-natal, Yin yoga, Yoga",Full body,Beginner
c221,basic flow 32C.,2022-10-11T17:30:00+02:00,Afternoon,60,Normal,Melt Mind & Life,Other,Amsterdamseweg 157 1182 GT Amstelveen,Offline,"Hot yoga, Mindfulness, Pilates, Yoga",Full body,Beginner
c222,Superles Mama,2022-10-17T19:30:00+02:00,Evening,60,Normal,Bluebirds West,West,Jan Evertsenstraat 4 1056 EC Amsterdam,Offline,"Barre, Mindfulness, Pilates, Pre/post-natal, Yin yoga, Yoga",Full body,Beginner
c223,Hatha Vinyasa Yoga,2022-10-17T18:15:00+02:00,Afternoon,90,Long,Studio Reyn,Oost,Zeeburgerpad 74 1019 AD Amsterdam,Offline,Yoga,Full body,Beginner
c224,Freez Session,2022-10-17T17:00:00+02:00,Afternoon,15,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c225,Strong Flow,2022-10-17T16:00:00+02:00,Afternoon,60,Normal,Equal Yoga Linnaeusstraat,Oost,Linnaeusstraat 30 1092 CL Amsterdam,Offline,"Hot yoga, Yoga",Full body,Beginner
c226,Ashtanga Led Half Primary,2022-10-15T08:00:00+02:00,Morning,90,Long,Ashtanga Vinyasa Yoga Shala,Oost,Levantplein 18 1019 MK Amsterdam,Offline,Yoga,Full body,Beginner
c227,Circuit Training,2022-10-12T09:30:00+02:00,Morning,60,Normal,Only4Ladies,Oost,Tweede Oosterparkstraat 79A 1091 HX Amsterdam,Offline,"Bbb, Body shape, Bootcamp, Boxing, Other, Pilates, Steps, Yoga",Full body,Beginner
c228,Reformer - Coregasm,2022-10-15T09:45:00+02:00,Morning,45,Normal,BodyBase Studios Amsterdam,Zuid,Ceintuurbaan 223 1074 CW Amsterdam,Offline,"Kickboxing, Other",Legs,Beginner
c229,Massage Intense,2022-10-12T17:00:00+02:00,Afternoon,30,Short,Relax Lounge,Centrum,Kerkstraat 163 1017 GG Amsterdam,Offline,"Fitness, Mindfulness, Other, Wellness",Full body,Beginner
c230,10 minute Tanning Session,2022-10-14T12:45:00+02:00,Morning,15,Short,Freezlab - Tanning,Zuid,Olympisch Stadion 36 1076 DE Amsterdam,Offline,Wellness,Full body,Beginner
c231,YIN YOGA 60,2022-10-12T19:30:00+02:00,Evening,60,Normal,Great Zuid,Zuid,Ruysdaelstraat 88-90 1071XH Amsterdam,Offline,"Barre, Bbb, Boxing, Hiit, Other, Pilates, Yin yoga, Yoga",Full body,Beginner
c232,Afro Grooves & Foundations (Beginners),2022-10-11T18:30:00+02:00,Afternoon,75,Long,Dancing with Confidence at Sabou Dance Academy,Centrum,Haparandaweg 57 1013 BD Amsterdam,Offline,Dance,Full body,Beginner
c233,Open gym,2022-10-12T13:00:00+02:00,Afternoon,60,Normal,Het Gymlokaal West,West,Dr jan van breemenstraat 3 1056AB Amsterdam,Offline,"Barre, Boxing, Crossfit, Hiit, Kickboxing, Other, Pilates, Pre/post-natal, Yin yoga, Yoga","Arms, Chest",Beginner
c234,Onefit vrije training,2022-10-17T20:15:00+02:00,Evening,60,Normal,Change= Health Club West,West,Jan van galenstraat 41 1056BH Amsterdam,Offline,"Bbb, Bootcamp, Hiit, Kickboxing, Other","Booty, Core, Legs",Beginner
c235,Massage,2022-10-11T17:30:00+02:00,Afternoon,20,Short,House of Seiyou,Zuid,Cornelis Schuytstraat 46A 1071 JL Amsterdam,Offline,Wellness,Full body,Beginner
c236,Boxing sparring,2022-10-12T19:00:00+02:00,Evening,60,Normal,Vos Gym Amsterdam,West,Van Slingelandtstraat 33a 1051CG Amsterdam,Offline,"Boxing, Hiit","Arms, Chest, Legs",Beginner
c237,Pole beginners 2,2022-10-15T11:30:00+02:00,Morning,75,Long,Pole Dance Factory Amsterdam - Noord,Noord,Digitaalstraat 12 1033 MR Amsterdam,Offline,Pole dance,Full body,Beginner
c238,Massage,2022-10-12T13:30:00+02:00,Afternoon,20,Short,House of Seiyou,Zuid,Cornelis Schuytstraat 46A 1071 JL Amsterdam,Offline,Wellness,Full body,Beginner
c239,Baby + Me Yoga / Pilates {all women welcome},2022-10-12T11:45:00+02:00,Morning,60,Normal,The Cosmos - de Pijp,Zuid,Lutmastraat 191B 1074 TV Amsterdam,Offline,"Pilates, Pre/post-natal, Yin yoga, Yoga",Full body,Beginner
c240,Sweet Flow (Beginner),2022-10-15T09:30:00+02:00,Morning,60,Normal,Sukha Yoga,Zuid,Ceintuurbaan 243 1074 CX Amsterdam,Offline,"Mindfulness, Yin yoga, Yoga",Full body,Beginner
c241,Yoga | Yin | Stomerij |,2022-10-13T20:00:00+02:00,Evening,75,Long,Femme Gym,West,Jan van Galenstraat 96 1056 CD Amsterdam,Offline,"Barre, Bbb, Body shape, Bootcamp, Boxing, Cycling, Dance, Essentrics, Hiit, Kickboxing, Other, Pilates, Pre/post-natal, Steps, Yin yoga, Yoga",Full body,Beginner
c242,Omni Vinyasa,2022-10-13T07:00:00+02:00,Morning,60,Normal,The White Door Studio,West,Visseringstraat 39h 1051 KH Amsterdam,Offline,Yoga,Full body,Beginner
c243,HOT FLOW 1,2022-10-17T08:00:00+02:00,Morning,60,Normal,Movements Yoga,West,Overtoom 230 1054HZ Amsterdam,Offline,"Hot yoga, Mindfulness, Pilates",Full body,Beginner
c244,Freez Session,2022-10-12T12:00:00+02:00,Morning,10,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c245,Body awake circuit training,2022-10-15T10:00:00+02:00,Morning,45,Normal,Wijs Fitness & Health club,West,Tweede Hugo de Grootstraat 45 1052 LE Amsterdam,Offline,Fitness,"Booty, Legs",Beginner
c246,Crosstraining Upper Body,2022-10-17T12:00:00+02:00,Morning,60,Normal,Het Gymlokaal West,West,Dr jan van breemenstraat 3 1056AB Amsterdam,Offline,"Barre, Boxing, Crossfit, Hiit, Kickboxing, Other, Pilates, Pre/post-natal, Yin yoga, Yoga","Arms, Chest",Intermediate
c247,Never Skip Legday,2022-10-16T11:00:00+02:00,Morning,60,Normal,Eastbound Gym,Oost,Tweede van Swindenstraat 1 1093VE Amsterdam,Offline,"Bbb, Boxing, Kickboxing, Other, Yin yoga, Yoga","Arms, Chest, Legs",Beginner
c248,OPEN GYM,2022-10-13T08:00:00+02:00,Morning,60,Normal,Gym Forty Five Amsterdam,West,maassluisstraat 101 1062GA Amsterdam,Offline,"Bbb, Other","Arms, Chest, Legs",Beginner
c249,Afro Choreography (Open Level/Inter.),2022-10-11T20:00:49+02:00,Evening,75,Long,Dancing with Confidence at Sabou Dance Academy,Centrum,Haparandaweg 57 1013 BD Amsterdam,Offline,Dance,Full body,Beginner
c250,HOT C,2022-10-17T07:00:00+02:00,Morning,60,Normal,Movements Yoga,West,Overtoom 230 1054HZ Amsterdam,Offline,"Hot yoga, Mindfulness, Pilates",Full body,Beginner
c251,OPEN GYM,2022-10-12T08:00:00+02:00,Morning,60,Normal,Gym Forty Five Amsterdam,West,maassluisstraat 101 1062GA Amsterdam,Offline,"Bbb, Other","Arms, Chest, Legs",Beginner
c252,Spikeball,2022-10-12T19:30:00+02:00,Evening,90,Long,online,Other,Oosterpark n/a - Amsterdam,Offline,Other,Legs,Beginner
c253,Freez Session,2022-10-12T16:45:00+02:00,Afternoon,15,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c254,Twerk,2022-10-11T20:30:00+02:00,Evening,60,Normal,Spirit'n Roses,Zuid,Albert Cuypstraat 247HS 1073 BH Amsterdam,Offline,"Dance, Other",Full body,Beginner
